,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,PchR-LB-1,pchr + LB,53104.0,53390.0,1.65668,PA0041,PA0041,PA0041,PA0041,0.9740761689291101,53247.0
1,PchR-LB-2,pchr + LB,53515.0,54072.0,1.83692,PA0041,PA0041,PA0041,PA0041,1.025593891402715,53793.5
2,PchR-LB-3,pchr + LB,55027.0,55124.0,1.88213,PA0042,PA0042,PA0042,PA0042,-3.7133838383838382,55075.5
3,PchR-LB-4,pchr + LB,55229.0,55457.0,1.69354,PA0042,PA0042,PA0042,PA0042,-3.037878787878788,55343.0
4,PchR-LB-5,pchr + LB,55685.0,56117.0,1.70323,PA0042,PA0042,PA0042,PA0042,-1.628787878787879,55901.0
5,PchR-LB-6,pchr + LB,65820.0,66033.0,1.72397,phzH,phzH,phzH,phzH,-0.20540098199672668,65926.5
6,PchR-LB-7,pchr + LB,184133.0,184263.0,1.66463,opdC,opdC,opdC,opdC,-0.2966292134831461,184198.0
7,PchR-LB-8,pchr + LB,559248.0,559432.0,1.75009,PA0499,PA0499,PA0499,PA0499,-0.3732193732193732,559340.0
8,PchR-LB-9,pchr + LB,586845.0,586959.0,1.93033,rsmY,rsmY,rsmY,rsmY,0.28225806451612906,586902.0
9,PchR-LB-10,pchr + LB,698560.0,698758.0,1.6391,PA0641,PA0641,PA0641,PA0641,0.9894882434301522,698659.0
10,PchR-LB-11,pchr + LB,699515.0,699808.0,1.64391,PA0643,PA0643,PA0643,PA0643,-0.07554945054945054,699661.5
11,PchR-LB-12,pchr + LB,785966.0,786054.0,1.64829,PA0715,PA0715,PA0715,PA0715,0.042842215256008356,786010.0
12,PchR-LB-13,pchr + LB,786191.0,786306.0,1.5768,PA0715,PA0715,PA0715,PA0715,0.29205851619644724,786248.5
13,PchR-LB-14,pchr + LB,787694.0,787926.0,1.69819,PA0716,PA0716,PA0716,PA0716,0.665158371040724,787810.0
14,PchR-LB-15,pchr + LB,831758.0,831843.0,1.7721,algU,algU,algU,algU,0.8582474226804123,831800.5
15,PchR-LB-16,pchr + LB,1062613.0,1062737.0,1.78993,PA0981,PA0981,PA0981,PA0981,-0.3942307692307692,1062675.0
