,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,SoxR-LB-1,soxr + LB,815792,815959,1.90867,PA0747,PA0747,PA0747,PA0747,0.09045725646123261,815875.5
1,SoxR-LB-2,soxr + LB,828940,829293,1.48477,nadB,nadB,nadB,nadB,1.0980210265924553,829116.5
2,SoxR-LB-3,soxr + LB,891932,892093,1.96545,PA0813,PA0813,PA0813,PA0813,0.3016826923076923,892012.5
3,SoxR-LB-4,soxr + LB,905790,905954,1.97514,PA0830,PA0830,PA0830,PA0830,-0.3249400479616307,905872.0
4,SoxR-LB-5,soxr + LB,2503221,2504394,6.16251,PA2275,PA2275,PA2275,PA2275,1.533427495291902,2503807.5
5,SoxR-LB-6,soxr + LB,2504961,2505162,1.80166,PA2275,PA2275,PA2275,PA2275,0.3526365348399247,2505061.5
6,SoxR-LB-7,soxr + LB,3219764,3220091,1.66568,PA2867,PA2867,PA2867,PA2867,0.21690427698574338,3219927.5
7,SoxR-LB-8,soxr + LB,3617377,3617540,1.5012,PA3230,PA3230,PA3230,PA3230,0.8964444444444445,3617458.5
8,SoxR-LB-9,soxr + LB,3646741,3646900,1.8036,PA3258,PA3258,PA3258,PA3258,0.9532115171650055,3646820.5
9,SoxR-LB-10,soxr + LB,3750202,3750360,1.74136,PA3340,PA3340,PA3340,PA3340,0.7252318204001952,3750281.0
10,SoxR-LB-11,soxr + LB,3827883,3828066,1.91006,PA3420,PA3420,PA3420,PA3420,0.5420692431561996,3827974.5
11,SoxR-LB-12,soxr + LB,3957640,3957807,1.76592,PA3535,PA3535,PA3535,PA3535,0.9426037483266398,3957723.5
12,SoxR-LB-13,soxr + LB,3958417,3958593,1.67804,PA3536,PA3536,PA3536,PA3536,0.5341880341880342,3958505.0
13,SoxR-LB-14,soxr + LB,3995768,3996113,1.63273,PA3564,PA3564,PA3564,PA3564,0.1467551622418879,3995940.5
14,SoxR-LB-15,soxr + LB,4040565,4040747,1.80642,PA3606,PA3606,PA3606,PA3606,0.22873082287308227,4040656.0
15,SoxR-LB-16,soxr + LB,4164934,4166209,4.33764,nalC,nalC,nalC,nalC,-1.4742990654205608,4165571.5
16,SoxR-LB-17,soxr + LB,4246291,4246454,1.93649,PA3789,PA3789,PA3789,PA3789,0.8937146892655368,4246372.5
17,SoxR-LB-18,soxr + LB,4633268,4633471,1.78195,PA4142,PA4142,PA4142,PA4142,0.39498806682577564,4633369.5
18,SoxR-LB-19,soxr + LB,4700119,4700315,1.95164,PA4200,PA4200,PA4200,PA4200,0.2502883506343714,4700217.0
19,SoxR-LB-20,soxr + LB,4701121,4701300,1.89182,ddlA,ddlA,ddlA,ddlA,0.7065321805955812,4701210.5
20,SoxR-LB-21,soxr + LB,4702775,4703045,2.05339,PA4203,PA4203,PA4203,PA4203,-0.34502923976608185,4702910.0
21,SoxR-LB-22,soxr + LB,4703299,4703554,2.04458,PA4202,PA4202,PA4202,PA4202,-0.31202651515151514,4703426.5
22,SoxR-LB-23,soxr + LB,4703709,4704093,2.18345,PA4202,PA4202,PA4202,PA4202,-0.7613636363636364,4703901.0
23,SoxR-LB-24,soxr + LB,4704157,4704382,1.83895,ppgL,ppgL,ppgL,ppgL,0.11182519280205655,4704269.5
24,SoxR-LB-25,soxr + LB,4704493,4707409,5.78784,PA4202,PA4202,PA4202,PA4202,-2.702651515151515,4705951.0
25,SoxR-LB-26,soxr + LB,4707503,4707800,1.97267,mexH,mexH,mexH,mexH,1.1154537286612758,4707651.5
26,SoxR-LB-27,soxr + LB,4708204,4708439,1.99705,mexI,mexI,mexI,mexI,0.2545307443365696,4708321.5
27,SoxR-LB-28,soxr + LB,4708641,4708805,1.91206,mexI,mexI,mexI,mexI,0.3844660194174757,4708723.0
28,SoxR-LB-29,soxr + LB,4708923,4709196,1.7111,mexI,mexI,mexI,mexI,0.49336569579288025,4709059.5
29,SoxR-LB-30,soxr + LB,4710772,4711025,1.93866,opmD,opmD,opmD,opmD,0.18954918032786885,4710898.5
30,SoxR-LB-31,soxr + LB,4711169,4711336,1.99726,opmD,opmD,opmD,opmD,0.43135245901639346,4711252.5
31,SoxR-LB-32,soxr + LB,4813800,4814217,2.42332,PA4291,PA4291,PA4291,PA4291,-0.29767103347889373,4814008.5
32,SoxR-LB-33,soxr + LB,4853404,4853564,1.63506,PA4323,PA4323,PA4323,PA4323,0.8783783783783784,4853484.0
33,SoxR-LB-34,soxr + LB,5027976,5028157,1.86203,PA4492,PA4492,PA4492,PA4492,0.20308641975308642,5028066.5
34,SoxR-LB-35,soxr + LB,5029992,5030192,1.69766,roxS,roxS,roxS,roxS,0.12293144208037825,5030092.0
35,SoxR-LB-36,soxr + LB,5051910,5052108,2.0064,PA4513,PA4513,PA4513,PA4513,0.5448491970231101,5052009.0
36,SoxR-LB-37,soxr + LB,5366775,5366960,1.95287,PA4784,PA4784,PA4784,PA4784,-10.539529914529915,5366867.5
37,SoxR-LB-38,soxr + LB,5376389,5376552,2.09882,PA4787,PA4787,PA4787,PA4787,0.12025948103792415,5376470.5
38,SoxR-LB-39,soxr + LB,5444941,5445104,2.0713,PA4849,PA4849,PA4849,PA4849,0.8886966551326413,5445022.5
39,SoxR-LB-40,soxr + LB,5479069,5479220,1.62788,PA4883,PA4883,PA4883,PA4883,0.7195121951219512,5479144.5
40,SoxR-LB-41,soxr + LB,5502174,5502352,1.88593,PA4903,PA4903,PA4903,PA4903,0.3063670411985019,5502263.0
41,SoxR-LB-42,soxr + LB,5602488,5602659,1.62717,PA4986,PA4986,PA4986,PA4986,0.731638418079096,5602573.5
42,SoxR-LB-43,soxr + LB,5626169,5626328,2.08189,PA5006,PA5006,PA5006,PA5006,0.08823529411764706,5626248.5
43,SoxR-LB-44,soxr + LB,6000950,6001142,1.78346,PA5330,PA5330,PA5330,PA5330,0.5372168284789643,6001046.0
44,SoxR-LB-45,soxr + LB,6198146,6198457,1.98174,PA5506,PA5506,PA5506,PA5506,0.2872960372960373,6198301.5
