,binding_width
1,31
2,32
3,30
4,21
5,39
6,22
7,37
8,31
9,29
10,36
11,33
12,33
13,32
14,9
15,36
16,35
17,71
18,32
19,32
20,29
21,32
22,21
23,26
24,32
25,33
26,79
27,10
28,41
29,35
30,34
31,30
32,24
33,45
34,20
35,29
36,25
37,40
38,41
39,90
40,46
41,8
42,24
43,34
44,12
45,27
46,32
47,79
48,27
49,2
50,45
51,25
52,27
53,36
54,50
55,17
56,15
57,22
58,13
59,31
60,37
61,39
62,43
63,12
64,24
65,27
66,25
67,26
68,24
69,19
70,10
71,10
72,41
73,46
74,48
75,40
76,42
77,24
78,32
79,50
80,34
81,25
82,23
83,43
84,62
85,25
86,32
87,34
88,52
89,50
90,31
91,41
92,24
93,28
94,33
95,29
96,10
97,43
98,30
99,36
100,8
101,42
102,27
103,10
104,28
105,31
106,26
107,34
108,9
109,32
110,7
111,30
112,31
113,39
114,28
115,35
116,32
117,33
118,27
119,16
120,30
121,9
122,34
123,9
124,30
125,35
126,34
127,27
128,17
129,34
130,33
131,7
132,26
133,27
134,23
135,12
136,13
137,35
138,12
139,31
140,33
141,31
142,35
143,29
144,28
145,41
146,35
147,39
148,27
149,28
150,37
151,35
152,12
153,34
154,12
155,33
156,27
157,33
158,40
159,9
160,9
161,37
162,43
163,26
164,34
165,9
166,28
167,40
168,10
169,34
170,33
171,29
172,32
173,36
174,31
175,8
176,25
177,44
178,29
179,33
180,25
181,22
182,10
183,33
184,17
185,37
186,28
187,35
188,50
189,24
190,23
191,27
192,35
193,35
194,30
195,24
196,22
197,8
198,30
199,22
200,33
201,10
202,6
203,11
204,28
205,32
206,27
207,36
208,97
209,41
210,10
211,8
212,41
213,33
214,36
215,28
216,42
217,40
218,33
219,37
220,41
221,31
222,25
223,12
224,25
225,9
226,29
227,20
228,41
229,33
230,34
231,42
232,28
233,29
234,26
235,35
236,38
237,29
238,38
239,24
240,44
241,22
242,17
243,34
244,26
245,12
246,119
247,27
248,32
249,8
250,34
251,13
252,27
253,43
254,18
255,30
256,29
257,54
258,31
259,6
260,29
261,25
262,26
263,34
264,42
265,36
266,28
267,27
268,32
269,36
270,31
271,40
272,22
273,51
274,16
275,10
276,23
277,25
278,35
279,91
280,16
281,38
282,16
283,45
284,19
285,38
286,30
287,43
288,19
289,41
290,29
291,7
292,34
293,31
294,29
295,8
296,28
297,19
298,2
299,31
300,29
301,31
302,43
303,38
304,29
305,64
306,38
307,8
308,36
309,28
310,21
311,29
312,20
313,34
314,29
315,26
316,30
317,29
318,38
319,37
320,8
321,38
322,25
323,45
324,38
325,34
326,10
327,31
328,24
329,33
330,25
331,60
332,19
333,28
334,32
335,23
336,31
337,32
338,23
339,30
340,36
341,26
342,31
343,37
344,12
345,26
346,51
347,36
348,37
349,30
350,32
351,39
352,15
353,23
354,25
355,35
356,36
357,29
358,38
359,32
360,27
361,42
362,20
363,38
364,35
365,32
366,34
367,33
368,30
369,8
370,30
371,30
372,7
373,10
374,33
375,36
376,29
377,25
378,30
379,41
380,10
381,36
382,31
383,29
384,32
385,23
386,26
387,23
388,27
389,32
390,30
391,33
392,44
393,27
394,6
395,34
396,45
397,23
398,43
399,23
400,26
401,30
402,29
403,20
404,30
405,20
406,32
407,28
408,29
409,26
410,27
411,25
412,24
413,24
414,9
415,10
416,35
417,49
418,34
419,33
420,39
421,34
422,17
423,30
424,21
425,29
426,21
427,32
428,2
429,9
430,40
431,118
432,36
433,10
434,38
435,38
436,33
437,25
438,23
439,32
440,4
441,27
442,51
443,42
444,10
445,41
446,30
447,37
448,33
449,31
450,31
451,13
452,28
453,51
454,29
455,27
456,10
457,36
458,32
459,12
460,19
461,24
462,10
463,12
464,43
