,binding_width
1,45
2,32
3,46
4,44
5,52
6,46
7,47
8,10
9,10
10,44
11,32
12,46
13,52
14,43
15,43
16,45
17,42
18,48
19,38
20,47
21,47
22,19
23,39
24,44
25,45
26,40
27,46
28,43
29,30
30,46
31,46
32,46
33,44
34,46
35,13
36,23
37,29
38,39
39,40
40,44
41,10
42,34
43,47
44,52
45,41
46,43
47,51
48,41
49,13
50,36
51,8
52,41
53,10
54,44
55,37
56,40
57,57
58,41
59,18
60,33
61,33
62,43
63,42
64,46
65,46
66,20
67,49
68,42
69,10
70,32
71,37
72,39
73,41
74,50
75,48
76,56
77,48
78,47
79,43
80,47
81,44
82,40
83,8
84,46
85,35
86,46
87,40
88,45
89,7
90,42
91,44
92,42
93,52
94,47
95,48
96,37
97,47
98,50
99,38
100,100
101,43
102,41
103,10
104,42
105,42
106,47
107,42
108,43
109,54
110,44
111,33
112,44
113,44
114,43
115,41
116,43
117,50
118,8
119,44
120,45
121,44
122,52
123,33
124,43
125,41
126,41
127,48
128,43
129,32
130,45
131,38
132,37
133,32
134,46
135,46
136,50
137,43
138,39
139,40
140,48
141,44
142,10
143,35
144,33
145,41
146,48
147,33
148,40
149,49
150,45
151,43
152,41
153,10
154,43
155,8
156,7
157,43
158,43
159,40
160,34
161,46
162,33
163,85
164,10
165,43
166,12
167,43
168,47
169,38
170,26
171,42
172,48
173,9
174,39
175,10
176,19
177,42
178,35
179,46
180,22
181,36
182,14
183,47
184,48
185,43
186,10
187,48
188,40
189,40
190,36
191,48
192,8
193,42
194,44
195,44
196,9
197,19
198,32
199,47
200,50
201,42
202,40
203,43
204,33
205,33
206,44
207,36
208,10
209,38
210,40
211,41
212,50
213,43
214,9
215,13
216,43
217,48
218,23
219,45
220,42
221,41
222,42
223,46
224,17
225,41
226,45
227,46
228,10
229,41
230,35
231,42
232,41
233,41
234,36
235,39
236,42
237,43
238,45
239,18
240,41
241,42
242,44
243,42
244,45
245,43
246,8
247,63
248,47
249,47
250,45
251,52
252,45
253,46
254,12
255,34
256,43
257,48
258,38
259,27
260,36
261,44
262,33
263,32
264,47
265,41
266,41
267,16
268,13
269,42
270,35
271,26
272,47
273,44
274,31
275,46
276,52
277,43
278,72
279,36
280,43
281,40
282,41
283,43
284,42
285,42
286,7
287,43
288,36
289,36
290,39
291,44
292,37
293,13
294,46
295,48
296,20
297,10
298,47
299,49
300,36
301,45
302,10
303,43
304,30
305,41
306,17
307,45
308,46
309,30
310,43
311,41
312,46
313,17
314,33
315,46
316,8
317,41
318,12
319,47
320,45
321,42
322,43
323,44
324,45
325,46
326,49
327,42
328,9
329,41
330,42
331,43
332,27
333,41
334,51
335,42
336,35
337,16
338,41
339,39
340,43
341,48
342,45
343,38
344,44
345,40
346,43
347,49
348,47
349,45
350,9
351,37
352,39
353,40
354,9
355,43
356,12
357,42
358,31
359,53
360,31
361,19
362,30
363,47
364,10
365,44
366,42
367,45
368,36
369,28
370,6
371,32
372,41
373,49
374,41
375,10
376,28
377,45
378,37
379,33
380,9
381,42
382,46
383,40
384,45
385,29
386,43
387,44
388,43
389,42
390,39
391,50
392,42
393,12
394,9
395,32
396,40
397,45
398,44
399,45
400,21
401,47
402,40
403,38
404,45
405,9
406,38
407,45
408,44
409,50
410,43
411,41
412,51
413,47
414,46
415,48
416,43
417,46
418,47
419,36
420,43
421,40
422,35
423,46
424,46
425,6
426,41
427,42
428,45
429,19
430,48
431,37
432,38
433,35
434,43
435,44
436,10
437,48
438,49
439,43
440,35
441,16
442,44
443,43
444,37
445,39
446,43
447,37
448,10
449,51
450,40
451,32
452,45
453,41
454,41
455,38
456,45
457,42
458,40
459,9
460,68
461,52
462,10
463,51
464,47
465,47
466,43
467,25
468,27
469,17
470,40
471,10
472,10
473,41
474,45
475,48
476,43
477,10
478,44
479,8
480,41
481,46
482,43
483,38
484,10
485,45
486,41
487,44
488,35
489,43
490,45
491,46
492,46
493,44
494,48
495,45
496,41
497,45
498,46
499,25
500,44
501,108
502,29
503,46
504,42
505,50
506,44
507,10
508,42
509,52
510,46
511,6
512,42
513,35
514,22
515,10
516,43
517,42
518,30
519,46
520,44
521,17
522,43
523,11
524,10
525,41
526,42
527,35
528,45
529,41
530,15
531,10
532,9
533,43
534,9
535,43
536,43
537,45
538,48
539,12
540,46
541,16
542,42
543,41
544,41
545,12
546,48
547,25
548,50
549,27
550,10
551,48
552,8
553,42
554,42
555,40
556,47
557,43
558,23
559,10
560,42
561,32
562,46
563,42
564,44
565,44
566,8
567,46
568,10
569,34
570,23
571,33
572,32
573,46
574,39
575,10
576,36
577,51
578,35
579,41
580,43
581,51
582,5
583,35
584,44
585,39
586,10
587,44
588,11
589,13
590,46
591,48
592,48
593,63
594,47
595,10
596,32
597,43
598,9
599,10
600,38
601,51
602,51
603,15
604,12
605,11
606,49
607,41
608,10
609,42
610,50
611,35
612,40
613,31
614,45
615,44
616,38
617,39
618,46
619,41
620,49
621,36
622,40
623,41
624,59
625,34
626,45
627,9
628,52
629,33
630,10
631,48
632,39
633,52
634,46
635,63
636,44
637,43
638,37
639,35
640,44
641,45
642,42
643,46
644,26
645,7
646,106
647,11
648,43
649,44
650,45
651,44
652,43
653,43
654,45
655,31
656,43
657,36
658,36
659,44
660,41
661,20
662,10
663,41
664,12
665,36
666,8
667,35
668,44
669,42
670,35
671,45
672,47
673,47
674,46
675,56
676,17
677,39
678,37
679,49
680,41
681,7
682,14
683,50
684,38
685,29
686,12
687,40
688,41
689,34
690,38
691,42
692,29
693,44
694,8
695,42
696,11
697,41
698,46
699,45
700,44
701,42
702,36
703,44
704,47
705,45
706,13
707,44
708,13
709,11
710,39
711,49
712,41
713,45
714,49
715,40
716,10
717,44
718,52
719,43
720,41
721,10
722,42
723,52
724,35
725,9
726,46
727,40
728,40
729,34
730,88
731,41
732,33
733,41
734,22
735,45
736,42
737,46
738,44
739,10
740,42
