,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,ScbR2-1,scbr2 + SMM,3755,6759,,SCO0002,SCO0002,SCO0002,1.563231850117096,5257.0
1,ScbR2-2,scbr2 + SMM,7250,8268,,SCO0005,SCO0005,SCO0005,0.2696841112682697,7759.0
2,ScbR2-3,scbr2 + SMM,12678,14181,,SCO0012,SCO0012,SCO0012,2.4927007299270074,13429.5
3,ScbR2-4,scbr2 + SMM,14935,16099,,SCO0016,SCO0016,SCO0016,-10.77450980392157,15517.0
4,ScbR2-5,scbr2 + SMM,19009,20133,,SCO0020,SCO0020,SCO0020,-0.24468731026108076,19571.0
5,ScbR2-6,scbr2 + SMM,43361,44331,,SCO0055,SCO0055,SCO0055,-0.10846560846560846,43846.0
6,ScbR2-7,scbr2 + SMM,50489,51516,,SCO0065,SCO0065,SCO0065,-0.630517503805175,51002.5
7,ScbR2-8,scbr2 + SMM,60151,61594,,SCO0070,SCO0070,SCO0070,1.9217836257309941,60872.5
8,ScbR2-9,scbr2 + SMM,75935,76695,,SCO0088,SCO0088,SCO0088,-0.45729166666666665,76315.0
9,ScbR2-10,scbr2 + SMM,105960,107068,,SCO0125,SCO0125,SCO0125,0.9198232323232324,106514.0
10,ScbR2-11,scbr2 + SMM,137664,138946,,SCO0145,SCO0145,SCO0145,0.7230320699708455,138305.0
11,ScbR2-12,scbr2 + SMM,151749,152738,,SCO0163,SCO0163,SCO0163,0.3238375900458415,152243.5
12,ScbR2-13,scbr2 + SMM,161472,162572,,SCO0170,SCO0170,SCO0170,-1.4806547619047619,162022.0
13,ScbR2-14,scbr2 + SMM,168024,169729,,SCO0183,SCO0183,SCO0183,-1.6302083333333333,168876.5
14,ScbR2-15,scbr2 + SMM,186171,187222,,SCO0197,SCO0197,SCO0197,1.7290249433106577,186696.5
15,ScbR2-16,scbr2 + SMM,205192,205870,,SCO0216,SCO0216,SCO0216,-0.2563479200432199,205531.0
16,ScbR2-17,scbr2 + SMM,234986,236545,,SCO0247,SCO0247,SCO0247,-0.9907407407407407,235765.5
17,ScbR2-18,scbr2 + SMM,298032,299551,,SCO0305,SCO0305,SCO0305,-0.14635416666666667,298791.5
18,ScbR2-19,scbr2 + SMM,300394,302858,,SCO0304,SCO0304,SCO0304,-7.560975609756097,301626.0
19,ScbR2-20,scbr2 + SMM,311973,313199,,SCO0314,SCO0314,SCO0314,0.44273240883410375,312586.0
20,ScbR2-21,scbr2 + SMM,334235,335728,,SCO0334,SCO0334,SCO0334,-2.801449275362319,334981.5
21,ScbR2-22,scbr2 + SMM,383201,384355,,SCO0372,SCO0372,SCO0372,0.9333333333333333,383778.0
22,ScbR2-23,scbr2 + SMM,399143,400593,,SCO0383,SCO0383,SCO0383,0.8063725490196079,399868.0
23,ScbR2-24,scbr2 + SMM,405576,407503,,SCO0387,SCO0387,SCO0387,0.6737734983952316,406539.5
24,ScbR2-25,scbr2 + SMM,424631,427247,,SCO0404,SCO0404,SCO0404,0.9392712550607287,425939.0
25,ScbR2-26,scbr2 + SMM,432470,434384,,SCO0415,SCO0415,SCO0415,-0.5179063360881543,433427.0
26,ScbR2-27,scbr2 + SMM,434984,436010,,SCO0417,SCO0417,SCO0417,-0.13386880856760375,435497.0
27,ScbR2-28,scbr2 + SMM,468974,470107,,SCO0450,SCO0450,SCO0450,0.7712121212121212,469540.5
28,ScbR2-29,scbr2 + SMM,499520,500701,,SCO0480,SCO0480,SCO0480,-1.0576619273301737,500110.5
29,ScbR2-30,scbr2 + SMM,528965,530964,,SCO0499,SCO0499,SCO0499,-2.675632911392405,529964.5
30,ScbR2-31,scbr2 + SMM,531336,532913,,SCO0499,SCO0499,SCO0499,-0.3971518987341772,532124.5
31,ScbR2-32,scbr2 + SMM,545629,546769,,SCO0507,SCO0507,SCO0507,-6.388489208633094,546199.0
32,ScbR2-33,scbr2 + SMM,556836,559725,,SCO0527,SCO0527,SCO0527,3.6004901960784315,558280.5
