,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YddM-M9-1,yddm + M9,672313,672344,8.87,"b0638,b0639,b0640,b0641,b0642","cobC,nadD,holA,lptE,leuS",leuS,leuS,0.9502516453735966,672328.5
1,YddM-M9-2,yddm + M9,800800,800832,9.59,"b0769,b0768","ybhH,ybhD",ybhH,ybhH,0.055080721747388414,800816.0
2,YddM-M9-3,yddm + M9,1237980,1237989,11.68,"b1189,b1190","dadA,dadX",dadA,dadA,0.3190916089299461,1237984.5
3,YddM-M9-4,yddm + M9,1448128,1448161,10.15,,,feaB,feaB,0.4176666666666667,1448144.5
4,YddM-M9-5,yddm + M9,1552571,1552610,16.17,b1477,yddM,yddM,yddM,0.32105263157894737,1552590.5
5,YddM-M9-6,yddm + M9,2319522,2319551,3.61,b2218,rcsC,rcsC,rcsC,0.11912280701754387,2319536.5
6,YddM-M9-7,yddm + M9,2795508,2795541,1.89,b2664,csiR,gabP,gabP,0.9082798001427552,2795524.5
7,YddM-M9-8,yddm + M9,2815188,2815220,4.51,b2687,luxS,gshA,gshA,0.7931920359666025,2815204.0
8,YddM-M9-9,yddm + M9,2962833,2962867,1.27,"b2822,b2823,b2824","recC,ppdC,ygdB",ygdB,ygdB,0.75,2962850.0
9,YddM-M9-10,yddm + M9,3034261,3034293,1.76,,,lysS,lysS,0.5909090909090909,3034277.0
10,YddM-M9-11,yddm + M9,3605525,3605560,1.32,"b3468,b3467","yhhN,yhhM",yhhM,yhhM,0.1875,3605542.5
11,YddM-M9-12,yddm + M9,4146150,4146182,8.73,"b3951,b3952","pflD,pflC",pflD,pflD,0.9451697127937336,4146166.0
12,YddM-M9-13,yddm + M9,4440620,4440645,4.41,,,ytfL,ytfL,0.4334077380952381,4440632.5
13,YddM-M9-14,yddm + M9,4448016,4448050,3.48,"b4222,b4224,b4225","ytfP,chpS,chpB",ytfP,ytfP,0.4093567251461988,4448033.0
14,YddM-M9-15,yddm + M9,4463780,4463822,7.23,,,treC,treC,0.5483091787439613,4463801.0
15,YddM-M9-16,yddm + M9,4593188,4593223,12.62,,,tsr,tsr,0.9356884057971014,4593205.5
16,YddM-M9-17,yddm + M9,4622576,4622608,7.58,,,yjjJ,yjjJ,0.6186186186186187,4622592.0
